"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","effort","income","cy","num-workers","final-demands","utility-exponents","industry","production-inputs","product","ql","output","xe","z","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","c","ef","base-color","cq","ce","du","input-quantities","nature-quantities","labor-quantities","input-exponents","nature-exponents","labor-exponents","k","s","a","debug-a","debug-k","debug-c","debug-o","debug-s","debug-cdx-1","debug-cdx-2","debug-cdx-3","debug-price-1","debug-price-2","debug-price-3"
"164","35","171","5","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.09004376636432805 0.08194700182409988 0.09559222556362917]","[0.1882467450929279]","[0.1969789037103835]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"165","35","136","0","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[3] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.31240998530191655]","[0.1500589092118417]","[0.20651250890151385]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"166","35","308","-15","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[3 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.16784824500004336 0.16873031430881508]","[0.20614912517057662]","[0.18580799177475515]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"167","35","303","12","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 3 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.07156444334186816 0.06764958611796097 0.131454671641083]","[0.15947669180699456]","[0.23417368290513108]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"168","35","242","-5","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.1100600397579568 0.07090239708619304 0.08700174565227929]","[0.19917177197241864]","[0.19115470785603553]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"169","35","195","8","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.2257800482262385]","[0.18087927412995844]","[0.19708024335160299]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"170","45","255","-10","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 3] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.1948836884241591 0.17518857137487662]","[0.16014065239380362]","[0.20849377520083273]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"171","45","86","-1","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.053545920241273574 0.05763019951027273 0.05082879390013027 0.05568981797773324]","[0.2151789274228204]","[0.19026568511508335]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"172","45","285","7","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.09563250474955251 0.09560935489098861 0.07861390768326057]","[0.2150435818064068]","[0.24132880211572658]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"173","45","353","15","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[3 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.11507843936586766 0.13693999311178784]","[0.1642221249055005]","[0.22268937538757866]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"174","45","327","0","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.07634259371067582 0.07085512124121826 0.09003298298669107 0.09666011675872212]","[0.16778647506434125]","[0.23600667702451694]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"175","45","277","-14","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.13402265651568473 0.16085946294202133]","[0.21897953155147376]","[0.18880974262752992]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"176","45","13","9","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.1446635039085621 0.18770343826075528]","[0.17535817513305754]","[0.17738097071119174]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"177","45","236","10","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.3296625499893206]","[0.1669940718366767]","[0.16494467975265825]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"178","45","345","-6","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.0767416112944311 0.08839814417902991 0.05265462959949751 0.07745267211213137]","[0.23009945514742225]","[0.21495830531878587]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"179","45","107","-6","-12","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","45","10","1","2","0","0","[0]","[0.0970428945954598 0.1070141928789416 0.13269374623267782]","[0.22739162554061015]","[0.18342764020305757]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
